"koddz","prywatna","zam_miasto","zam_wies","zam_liczba","wiek_m","wiek_o","edu_o","edu_m","prestiz_m","prestiz_o","dochod_g","bieda","wynik"
2021017C,1,1,0,1,38,29,1,0,53.5,35.92,87500.5,0,68.997
2021019C,1,1,0,1,41,44,1,1,53.5,53.5,87500.5,0,53.549
2021020C,1,1,0,2,43,42,0,0,52.54,35.78,87500.5,0,63.321
2021021C,1,1,0,1,48,49,0,0,38.18,53.5,150000.5,0,55.598
2021022C,1,1,0,1,44,44,0,0,61.56,33.42,87500.5,0,56.134
2021023C,0,1,0,1,41,52,0,0,53.5,53.5,150000.5,0,58.143
2021024C,1,1,0,1,45,46,1,1,38.18,53.5,62500.5,0,56.311
2027002C,0,1,0,1,40,41,0,0,34.95,53.5,45000.5,0,41.862
2027003C,1,1,0,1,37,39,0,0,35.78,53.5,87500.5,0,47.41
2027004C,0,1,0,1,40,39,0,0,63.43,35.78,87500.5,0,43.727
2027008C,1,1,0,2,33,36,0,0,34.95,35.78,37500.5,0,53.384
2027009C,0,1,0,1,41,45,1,0,63.43,37.67,32500.5,0,52.322
2027010C,1,1,0,1,42,50,0,0,48.69,39.2,62500.5,0,47.61
2028001C,0,1,0,1,33,35,0,0,61.56,39.18,62500.5,0,51.171
2028003C,0,1,0,1,38,47,1,1,35.78,53.5,62500.5,0,38.454
2028004C,0,1,0,1,38,37,0,0,63.43,63.43,87500.5,0,53.073
2031002C,1,1,0,1,40,48,0,1,38.18,59,150000.5,0,60.446
2031008C,0,1,0,1,48,50,0,0,34.95,59,200001,0,69.494
2031012C,0,1,0,1,40,44,0,0,63.43,64.89,150000.5,0,52.892
2031013C,0,1,0,1,41,42,0,1,53.5,34.95,62500.5,0,60.582
2031015C,0,1,0,1,50,57,0,0,38.18,59,200001,0,65.161
2031016C,0,1,0,1,38,39,0,0,61.56,35.78,150000.5,0,58.109
2054004C,0,1,0,2,48,47,1,1,38.18,53.5,62500.5,0,39.958
2058001C,0,0,1,1,40,43,0,0,35.92,34.95,87500.5,0,52.423
2058005C,0,0,1,1,53,52,0,0,38.18,34.95,62500.5,0,61.009
2058006C,0,0,1,1,41,49,0,0,63.43,63.43,62500.5,0,44.251
2058008C,0,0,1,1,47,51,0,0,63.43,64.89,45000.5,0,41.053
2058015C,0,0,1,1,43,43,0,0,38.18,48.69,87500.5,0,53.43
2058021C,0,0,1,1,39,42,0,1,57.83,34.95,87500.5,0,62.701
2064002C,0,1,0,1,50,53,0,0,53.5,53.5,150000.5,0,62.192
2066003C,0,1,0,1,39,46,0,0,62.87,61.56,150000.5,0,57.957
2075006C,0,0,0,1,40,43,0,0,38.18,38.18,37500.5,0,53.532
2078001C,0,1,0,1,37,40,0,0,38.18,39.2,17500.5,1,48.605
2078002C,0,1,0,1,27,46,1,0,59,39.2,45000.5,0,46.807
2078004C,0,1,0,1,36,41,1,1,38.18,38.18,45000.5,0,41.777
2078005C,0,1,0,1,36,37,0,0,53.5,39.2,62500.5,0,51.926
2078006C,0,1,0,1,40,41,0,0,38.18,35.78,62500.5,0,58.199
2078008C,0,1,0,1,40,42,0,1,33.42,35.63,45000.5,0,63.135
2078009C,0,1,0,1,29,32,1,1,34.95,37.67,37500.5,0,55.698
2078010C,0,1,0,1,29,23,1,1,38.18,35.92,27500.5,0,52.045
2078011C,0,1,0,1,33,57,1,1,34.95,29.6,32500.5,0,63.644
2078012C,0,1,0,1,38,36,1,1,33.42,33.42,45000.5,0,55.894
2078015C,0,1,0,1,27,42,1,1,52.54,35.78,37500.5,0,63.448
2078018C,0,1,0,1,39,40,1,1,38.18,39.18,37500.5,0,37.075
2078019C,0,1,0,1,28,33,1,0,34.95,35.92,27500.5,0,46.124
2092001C,1,0,0,1,39,46,0,0,77.5,77.5,200001,0,48.966
2092002C,1,1,0,1,36,36,0,0,38.18,29.6,87500.5,0,45.866
2092003C,1,0,0,1,41,42,1,0,38.18,38.18,62500.5,0,51.853
2092004C,1,1,0,1,40,40,0,0,53.5,53.5,150000.5,0,44.038
2092005C,1,1,0,1,37,42,1,0,61.56,33.42,45000.5,0,54.373
2092006C,1,0,0,2,41,35,1,0,53.5,35.78,32500.5,0,44.309
2092007C,1,1,0,1,41,41,0,0,38.18,35.78,150000.5,0,58.806
2092009C,1,1,0,1,46,48,0,0,63.43,63.43,62500.5,0,44.293
2092011C,1,1,0,1,38,39,0,0,34.95,72.1,62500.5,0,49.187
2092014C,1,1,0,1,36,39,1,0,38.18,39.18,62500.5,0,50.205
2092015C,1,1,0,1,38,37,0,0,35.78,33.42,45000.5,0,53.372
2092016C,1,1,0,1,38,38,0,0,52.54,37.67,62500.5,0,44.793
2092017C,1,0,0,1,43,43,0,0,52.54,53.5,62500.5,0,63.809
2092020C,1,1,0,1,37,38,1,0,38.18,35.78,62500.5,0,49.279
2092022C,1,1,0,1,40,42,0,0,52.54,53.5,150000.5,0,60.125
2092023C,1,1,0,1,42,47,1,0,57.83,53.5,45000.5,0,49.965
2092024C,1,1,0,1,43,49,0,0,38.18,35.92,62500.5,0,56.307
2093001C,1,1,0,1,40,40,0,1,38.18,35.92,45000.5,0,43.554
2093002C,1,1,0,1,36,42,1,0,63.43,39.18,32500.5,0,47.389
2093004C,1,1,0,1,32,33,0,0,61.56,35.78,37500.5,0,54.3
2093005C,1,1,0,1,41,42,0,0,63.43,35.63,62500.5,0,40.181
2095007C,0,1,0,1,39,46,1,0,59,35.78,150000.5,0,36.766
2095013C,0,1,0,1,36,41,0,0,63.43,35.78,150000.5,0,60.694
2103004C,0,1,0,1,43,44,0,0,61.56,53.5,87500.5,0,49.654
2103005C,0,0,0,1,39,39,0,1,38.18,53.5,62500.5,0,56.322
2111003C,0,1,0,1,34,36,0,0,35.78,38.18,37500.5,0,55.518
2111008C,0,0,0,1,40,49,0,0,57.83,72.1,87500.5,0,45.207
2111010C,0,1,0,1,30,31,1,1,34.95,39.18,37500.5,0,45.632
2111013C,0,0,0,1,38,38,1,1,33.42,33.42,45000.5,0,41.65
2111018C,0,0,1,2,31,32,1,1,62.87,38.18,87500.5,0,44.593
2111020C,0,1,0,2,44,41,1,0,61.56,53.5,62500.5,0,64.335
2114005C,0,1,0,1,42,38,1,0,53.5,38.18,45000.5,0,51.461
2114006C,0,1,0,1,37,39,0,0,53.5,38.18,150000.5,0,56.81
2114007C,0,1,0,1,43,54,0,0,38.18,39.18,87500.5,0,60.771
2114008C,0,1,0,1,42,43,0,0,38.18,38.18,62500.5,0,54.922
2114009C,0,1,0,1,44,44,0,0,53.5,38.18,87500.5,0,60.158
2114011C,0,1,0,2,31,35,0,0,35.78,39.2,87500.5,0,59.388
2114012C,0,1,0,1,36,37,0,0,35.78,39.18,62500.5,0,61.178
2114013C,0,1,0,1,41,47,0,0,38.18,53.5,87500.5,0,52.11
2114015C,0,1,0,2,44,44,0,0,53.5,34.95,45000.5,0,53.685
2114020C,0,1,0,1,38,40,1,0,61.56,33.42,62500.5,0,60.338
2114021C,0,1,0,1,42,41,0,0,63.43,64.89,150000.5,0,53.251
2114022C,0,1,0,1,45,48,0,0,59,34.95,87500.5,0,56.163
2115003C,0,1,0,2,43,47,0,0,63.43,53.5,87500.5,0,53.011
2115007C,0,1,0,1,36,37,0,0,38.18,53.5,150000.5,0,59.962
2115010C,0,1,0,1,43,49,0,0,52.54,53.5,150000.5,0,37.548
2115013C,0,1,0,1,37,41,0,0,63.43,38.18,87500.5,0,60.21
2115014C,0,1,0,1,33,33,0,0,53.5,35.78,62500.5,0,64.479
2115016C,0,1,0,1,38,40,0,0,48.69,53.5,62500.5,0,60.644
2115017C,0,1,0,1,41,40,0,0,63.43,63.43,62500.5,0,53.954
2115018C,0,1,0,1,41,43,1,0,38.18,52.54,87500.5,0,61.746
2115021C,0,1,0,1,42,39,0,0,38.18,53.5,87500.5,0,58.126
2116001C,0,0,0,2,34,34,0,0,38.18,48.69,27500.5,0,59.194
2116003C,0,1,0,1,48,47,0,0,35.78,34.95,62500.5,0,60.44
2116005C,0,1,0,1,34,37,1,0,34.95,35.92,45000.5,0,43.704
2116010C,0,0,1,2,32,38,1,0,38.18,29.6,45000.5,0,62.639
2116011C,0,0,0,1,37,47,0,1,38.18,29.6,62500.5,0,45.442
2116019C,0,0,0,2,45,59,0,0,63.43,33.42,62500.5,0,42.154
2120003C,0,1,0,1,39,39,0,0,48.69,53.5,87500.5,0,56.461
2120007C,0,1,0,1,40,44,1,0,48.69,39.18,87500.5,0,59.24
2120015C,0,1,0,1,38,43,1,1,38.18,39.2,45000.5,0,62.092
2120017C,0,1,0,1,39,40,0,0,35.63,48.69,62500.5,0,49.719
2120018C,0,1,0,1,46,49,0,0,53.5,59,62500.5,0,40.212
2120021C,0,1,0,1,34,41,0,0,53.5,63.43,150000.5,0,70.044
2120023C,0,1,0,1,33,32,0,1,53.5,35.78,62500.5,0,55.74
2120043C,0,1,0,1,33,33,1,1,34.95,35.78,62500.5,0,43.231
2121003C,0,0,1,1,47,55,0,0,38.18,38.18,62500.5,0,61.28
2121005C,0,0,0,2,27,29,1,0,38.18,39.2,45000.5,0,55.629
2121008C,0,1,0,1,38,38,1,1,53.5,53.5,62500.5,0,45.106
2121010C,0,1,0,1,42,46,0,0,53.5,53.5,87500.5,0,70.942
2121012C,0,1,0,1,32,33,1,1,38.18,48.69,45000.5,0,55.441
2121018C,0,1,0,1,42,42,1,1,38.18,39.2,37500.5,0,45.968
2121024C,0,0,1,1,40,39,1,0,53.5,39.2,62500.5,0,50.255
2121026C,0,0,1,1,47,55,0,0,38.18,38.18,62500.5,0,48.388
2122002C,0,0,0,1,35,44,1,1,35.92,35.92,17500.5,1,39.144
2122004C,0,0,0,1,49,46,1,1,34.95,39.2,62500.5,0,52.475
2122011C,0,0,0,1,41,45,1,1,29.6,35.63,27500.5,1,44.679
2122014C,0,0,0,1,42,45,1,1,29.6,35.63,22500.5,1,45.038
2122018C,0,0,0,1,29,28,1,1,33.42,33.42,27500.5,0,35.961
2122019C,0,0,0,1,30,31,1,1,34.95,35.63,12500.5,1,52.204
2125004C,0,0,0,1,37,42,1,1,35.78,33.42,27500.5,0,55.533
2125006C,0,0,1,1,30,31,1,1,37.67,33.42,37500.5,0,29.468
2125007C,0,1,0,2,32,38,1,1,53.5,39.2,22500.5,0,50.094
2125009C,0,0,0,1,34,43,0,1,33.42,48.69,32500.5,0,42.244
2125014C,0,1,0,1,38,38,1,1,38.18,35.63,62500.5,0,57.475
2125021C,0,0,1,1,31,28,1,0,34.95,39.2,22500.5,1,39.561
2127002C,0,0,0,1,43,44,0,0,63.43,62.87,45000.5,0,51.415
2127007C,0,0,0,1,31,28,0,1,38.18,35.78,32500.5,0,46.794
2127010C,0,1,0,2,35,41,0,0,38.18,39.2,37500.5,0,46.771
2127012C,0,0,1,1,43,49,1,0,59,52.54,45000.5,0,44.595
2127013C,0,0,0,1,44,42,1,1,35.78,39.18,17500.5,1,35.727
2127014C,0,0,1,1,48,48,0,0,61.56,35.78,45000.5,0,39.188
2127016C,0,1,0,1,41,41,0,0,59,53.5,150000.5,0,40.575
2129001C,1,1,0,1,43,45,0,0,57.83,64.89,200001,0,58.881
2129003C,1,1,0,1,40,41,0,0,35.78,63.43,150000.5,0,61.36
2129004C,1,1,0,1,42,46,0,1,38.18,34.95,87500.5,0,39.23
2129006C,1,1,0,3,38,39,0,0,61.56,53.5,87500.5,0,58.752
2129008C,0,1,0,1,37,38,1,0,53.5,53.5,200001,0,52.427
2129010C,1,1,0,2,38,40,0,0,72.1,77.5,150000.5,0,62.422
2129012C,1,1,0,1,45,46,0,0,63.43,53.5,200001,0,59.084
2129013C,0,1,0,1,42,45,0,0,57.83,35.78,87500.5,0,54.029
2129014C,1,1,0,1,44,54,0,0,61.56,53.5,87500.5,0,54.377
2129018C,1,1,0,1,41,43,0,0,35.78,53.5,87500.5,0,44.768
2129019C,0,1,0,2,39,44,0,0,63.43,77.5,87500.5,0,31.982
2130009C,1,1,0,1,39,43,1,0,34.95,29.6,62500.5,0,69.969
2130010C,1,1,0,1,44,48,0,0,38.18,77.5,87500.5,0,74.649
2132001C,1,0,0,2,44,50,0,0,53.5,34.95,62500.5,0,66.045
2132002C,1,1,0,1,37,39,0,0,53.5,77.5,200001,0,59.791
2132003C,0,1,0,2,26,27,0,0,38.18,39.2,32500.5,0,44.787
2132004C,1,1,0,1,44,52,0,0,61.56,34.95,87500.5,0,60.406
2132005C,1,1,0,1,43,45,0,1,33.42,38.18,87500.5,0,64.301
2132006C,1,1,0,1,38,40,0,0,38.18,77.5,200001,0,75.176
2132007C,1,1,0,1,37,37,0,0,61.56,39.2,37500.5,0,53.647
2132008C,1,1,0,1,45,49,1,1,38.18,34.95,45000.5,0,52.809
2132009C,0,1,0,2,40,39,0,0,53.5,53.5,150000.5,0,51.64
2132010C,1,1,0,1,39,41,0,0,61.56,77.5,150000.5,0,55.639
2132012C,1,1,0,1,45,46,1,1,33.42,35.78,62500.5,0,70.243
2132013C,1,1,0,1,40,43,0,0,53.5,34.95,150000.5,0,70.929
2132014C,1,1,0,2,42,44,1,0,35.78,35.63,87500.5,0,47.113
2133012C,1,1,0,1,41,40,0,0,38.18,37.67,62500.5,0,62.536
2134001C,1,0,0,1,34,34,0,0,38.18,35.92,62500.5,0,40.131
2134004C,1,0,0,1,37,45,1,0,34.95,53.5,62500.5,0,57.177
2134006C,1,1,0,1,40,41,1,0,38.18,35.78,45000.5,0,46.869
2134007C,1,1,0,1,43,41,0,0,63.43,35.78,87500.5,0,53.47
2134008C,1,1,0,1,30,39,0,0,38.18,39.18,62500.5,0,47.764
2134009C,1,0,0,1,32,31,1,0,38.18,39.2,45000.5,0,67.9
2134012C,1,1,0,1,32,32,1,1,38.18,29.6,37500.5,0,51.463
2134015C,1,0,0,1,32,37,1,1,38.18,35.92,32500.5,0,46.875
2134016C,1,1,0,1,47,49,1,0,29.6,34.95,45000.5,0,48.037
2134022C,1,0,0,1,41,51,0,0,63.43,63.43,150000.5,0,66.861
2135016C,0,0,0,1,39,40,1,1,34.95,35.63,22500.5,1,46.446
2135021C,0,0,0,1,29,34,1,1,34.95,39.2,22500.5,1,33.025
3002014C,0,0,0,1,34,39,1,1,34.95,35.78,5000,1,54.188
3002015C,0,0,0,1,32,32,1,1,34.95,34.95,200001,0,32.172
3006004C,0,1,0,1,38,37,0,0,35.78,53.5,150000.5,0,52.243
3007001C,0,0,0,1,41,47,0,0,38.18,64.89,87500.5,0,64.587
3007002C,0,0,0,1,30,37,0,0,48.69,48.69,87500.5,0,59.551
3007003C,0,0,0,1,31,39,0,0,34.95,53.5,200001,0,67.36
3007004C,0,0,1,1,29,29,0,0,34.95,34.95,22500.5,1,47.067
3007005C,0,1,0,1,35,36,0,0,61.56,64.89,150000.5,0,50.952
3007007C,0,1,0,1,35,32,0,1,35.78,33.42,22500.5,1,62.294
3007008C,0,1,0,1,37,45,1,0,61.56,34.95,45000.5,0,62.714
3007009C,0,1,0,1,34,35,0,0,38.18,53.5,87500.5,0,53.063
3007010C,0,1,0,1,31,35,0,0,53.5,39.18,62500.5,0,55.959
3007011C,0,1,0,1,37,39,0,0,38.18,38.18,87500.5,0,60.246
3007012C,0,1,0,1,29,32,1,0,38.18,39.2,12500.5,1,37.861
3007016C,0,1,0,1,46,50,1,0,59,29.6,62500.5,0,57.425
3007018C,0,1,0,1,41,41,0,1,38.18,62.87,87500.5,0,67.412
3007022C,0,1,0,1,47,46,0,0,72.1,72.1,150000.5,0,74.113
3007023C,0,1,0,1,33,35,1,1,35.92,35.92,45000.5,0,35.233
3007024C,0,1,0,1,40,40,1,1,34.95,39.18,37500.5,0,37.801
3009004C,0,1,0,1,34,33,0,1,34.95,33.42,45000.5,0,34.148
3009006C,0,1,0,1,25,28,1,1,35.78,35.63,37500.5,0,57.396
3009007C,0,1,0,1,31,33,1,1,38.18,39.2,87500.5,0,34.267
3009009C,0,1,0,1,33,36,0,0,34.95,33.42,45000.5,0,41.658
3009013C,0,1,0,1,29,31,1,1,34.95,33.42,62500.5,0,53.918
3011001C,0,1,0,1,39,41,0,0,38.18,39.2,62500.5,0,57.146
3011003C,0,1,0,1,39,50,0,0,53.5,62.87,62500.5,0,54.419
3011004C,0,1,0,1,46,47,0,0,53.5,53.5,200001,0,61.007
3011009C,0,1,0,1,39,45,0,1,34.95,53.5,87500.5,0,54.694
3011011C,0,1,0,1,38,38,0,0,38.18,33.42,150000.5,0,68.336
3011012C,0,0,1,1,42,35,0,0,38.18,35.92,45000.5,0,48.275
3011013C,0,1,0,1,37,40,0,0,34.95,37.67,45000.5,0,55.228
3011014C,0,1,0,1,32,32,0,0,34.95,34.95,87500.5,0,60.21
3011015C,0,1,0,1,38,40,0,0,61.56,35.78,62500.5,0,59.956
3011016C,0,0,0,1,39,45,1,1,37.67,53.5,22500.5,0,29.383
3011017C,0,1,0,1,41,45,0,0,57.83,35.92,62500.5,0,60.552
3011019C,0,1,0,1,33,42,0,0,35.78,53.5,87500.5,0,63.571
3011020C,0,1,0,1,42,43,0,0,38.18,53.5,87500.5,0,49.996
3013001C,0,0,0,1,35,42,0,1,34.95,34.95,62500.5,0,57.592
3013002C,0,1,0,1,38,39,0,0,38.18,39.18,62500.5,0,50.364
3013003C,0,1,0,1,32,33,1,1,34.95,34.95,62500.5,0,59.017
3013009C,0,1,0,1,34,43,1,0,38.18,35.92,62500.5,0,66.423
3013011C,0,1,0,3,29,39,1,1,34.95,35.78,62500.5,0,48.586
3013016C,0,0,1,1,60,60,1,0,34.95,35.63,7500.5,1,45.215
3013018C,0,1,0,1,39,40,0,0,34.95,48.69,87500.5,0,61.262
3013025C,0,1,0,3,29,39,1,1,34.95,35.78,62500.5,0,55.854
3014007C,0,0,0,2,36,30,1,1,35.92,39.2,17500.5,1,50.969
3014014C,0,0,1,1,30,29,0,0,38.18,35.92,45000.5,0,52.99
3014015C,0,1,0,1,33,45,0,0,38.18,48.69,22500.5,0,51.809
3015001C,0,0,0,1,31,37,1,0,38.18,33.42,45000.5,0,64.113
3015003C,0,0,1,1,27,30,1,1,57.83,29.6,62500.5,0,37.602
3016001C,0,1,0,1,35,38,1,1,35.78,29.6,62500.5,0,39.511
3016003C,0,1,0,1,35,38,1,0,38.18,39.18,62500.5,0,39.242
3016005C,0,1,0,1,29,44,1,1,34.95,64.89,32500.5,0,43.268
3016009C,0,1,0,1,42,46,1,1,34.95,38.18,37500.5,0,57.202
3016011C,0,1,0,1,36,36,1,0,61.56,48.69,45000.5,0,65.58
3016012C,0,1,0,2,33,39,1,1,35.78,39.2,17500.5,1,34.876
3016016C,0,1,0,1,35,40,1,1,38.18,39.2,32500.5,0,50.097
3016020C,0,0,1,1,44,53,1,1,34.95,34.95,62500.5,0,58.27
3016022C,0,1,0,1,35,35,0,0,34.95,39.18,45000.5,0,48.947
3016023C,0,1,0,1,45,43,0,0,38.18,63.43,37500.5,0,45.43
3016024C,0,1,0,2,46,48,1,0,38.18,35.92,22500.5,0,48.757
3016026C,0,1,0,1,35,40,1,1,38.18,39.2,32500.5,0,49.016
3018003C,0,1,0,1,36,38,1,0,62.87,35.63,87500.5,0,49.804
3018004C,0,1,0,1,36,41,0,0,38.18,39.2,62500.5,0,58.571
3018005C,0,1,0,1,41,51,1,0,34.95,39.2,62500.5,0,48.476
3018007C,0,0,0,1,37,37,1,1,34.95,39.18,32500.5,0,50.464
3018009C,0,1,0,1,31,33,1,1,57.83,39.2,45000.5,0,54.075
3018012C,0,1,0,1,44,44,1,0,34.95,29.6,45000.5,0,45.797
3018014C,0,1,0,1,41,54,1,1,38.18,35.63,62500.5,0,47.919
3018017C,0,1,0,1,40,40,1,1,38.18,53.5,87500.5,0,39.895
3019006C,0,1,0,1,32,37,1,1,34.95,35.92,45000.5,0,48.928
3019017C,0,1,0,1,37,40,1,1,53.5,39.2,37500.5,0,58.251
3019018C,0,1,0,1,37,46,0,0,61.56,39.18,62500.5,0,58.101
3020008C,0,1,0,1,32,37,0,1,38.18,34.95,37500.5,0,47.818
3020012C,0,1,0,1,40,40,1,1,38.18,37.67,37500.5,0,32.836
3021016C,0,0,0,1,28,33,1,1,34.95,53.5,12500.5,1,33.904
3021019C,0,1,0,1,31,34,1,1,35.63,35.63,22500.5,0,62.628
3022012C,0,0,0,1,46,45,0,0,63.43,77.5,62500.5,0,48.828
3022014C,0,1,0,1,43,40,0,0,38.18,72.1,32500.5,0,55.276
3022019C,0,1,0,2,42,44,0,0,63.43,35.92,62500.5,0,55.452
3022020C,0,1,0,1,34,34,0,0,63.43,39.18,62500.5,0,71.93
3023002C,0,1,0,2,26,30,1,1,35.78,35.92,22500.5,1,63.458
3023008C,0,1,0,1,43,48,0,0,38.18,39.2,45000.5,0,42.275
3023020C,0,0,1,1,44,43,1,1,34.95,33.42,22500.5,0,37.367
3023023C,0,1,0,1,46,47,1,0,35.78,38.18,45000.5,0,46.218
3024007C,0,1,0,1,44,45,1,0,57.83,35.78,45000.5,0,48.757
3024012C,0,1,0,1,38,39,1,0,61.56,38.18,62500.5,0,34.59
3024021C,0,1,0,1,36,43,1,0,57.83,35.78,87500.5,0,50.902
3025017C,0,1,0,2,32,34,1,0,38.18,63.43,37500.5,0,59.055
3027001C,0,0,0,2,37,41,0,0,53.5,53.5,27500.5,0,67.124
3027005C,0,1,0,1,44,41,1,0,48.69,39.18,62500.5,0,62.132
3027007C,0,1,0,1,31,37,0,0,53.5,34.95,87500.5,0,49.598
3027011C,0,0,0,1,34,36,0,0,48.69,35.78,150000.5,0,52.06
3027012C,0,1,0,1,34,30,1,0,57.83,48.69,45000.5,0,47.781
3027013C,0,0,0,1,36,38,1,1,34.95,33.42,45000.5,0,38.898
3027015C,0,0,0,1,36,38,1,1,35.78,53.5,45000.5,0,30.451
3027016C,0,0,0,2,41,53,0,1,53.5,35.92,150000.5,0,61.097
3027017C,0,1,0,1,36,36,0,0,35.63,35.92,62500.5,0,52.208
3028004C,0,1,0,1,39,40,0,0,63.43,29.6,87500.5,0,70.065
3028005C,0,1,0,1,48,44,0,0,53.5,53.5,45000.5,0,49.531
3028006C,0,1,0,1,38,40,0,0,77.5,53.5,200001,0,54.897
3028007C,0,1,0,1,40,42,0,0,35.78,35.92,87500.5,0,61.339
3028009C,0,1,0,1,44,49,0,0,38.18,59,87500.5,0,47.37
3028010C,0,1,0,1,38,37,0,0,38.18,77.5,200001,0,55.258
3028011C,0,1,0,1,43,46,1,1,38.18,53.5,62500.5,0,51.895
3028013C,0,1,0,1,39,40,1,0,34.95,63.43,62500.5,0,50.364
3028014C,0,1,0,1,42,41,0,0,38.18,35.92,62500.5,0,51.377
3028015C,0,1,0,1,43,48,0,0,77.5,34.95,87500.5,0,50.295
3028016C,0,1,0,1,37,39,0,0,53.5,59,150000.5,0,58.132
3028019C,0,1,0,1,38,40,1,1,34.95,39.2,17500.5,1,57.358
3028021C,0,1,0,1,39,40,0,0,63.43,38.18,62500.5,0,53.27
3029007C,0,1,0,1,37,41,0,0,38.18,34.95,27500.5,0,58.118
3029012C,0,1,0,1,38,43,1,0,34.95,35.92,62500.5,0,47.395
3029019C,0,1,0,1,35,37,1,0,34.95,39.2,27500.5,0,45.615
3029021C,0,1,0,1,36,41,1,1,38.18,39.18,150000.5,0,51.709
3029022C,0,1,0,1,44,45,1,1,35.92,39.2,12500.5,1,59.192
3030002C,0,1,0,1,38,38,0,0,53.5,38.18,62500.5,0,57.532
3030003C,0,1,0,1,41,38,0,0,48.69,35.92,62500.5,0,60.365
3030008C,0,1,0,1,37,42,0,0,38.18,35.92,62500.5,0,55.952
3030012C,0,1,0,1,29,32,1,0,38.18,39.18,62500.5,0,53.167
3030018C,0,1,0,1,41,47,1,1,38.18,35.92,22500.5,1,60.763
3030021C,0,0,1,1,34,40,0,1,35.78,59,62500.5,0,57.642
3030024C,0,0,0,1,30,36,1,0,63.43,33.42,32500.5,0,59.534
3031001C,0,0,0,1,49,51,0,1,33.42,39.18,87500.5,0,63.932
3031010C,0,1,0,1,36,38,0,0,38.18,38.18,37500.5,0,52.879
3031014C,0,1,0,1,33,31,0,0,38.18,35.92,27500.5,0,56.059
3031020C,0,1,0,1,38,41,1,1,34.95,39.18,37500.5,0,53.549
3031021C,0,1,0,1,47,52,0,0,38.18,34.95,37500.5,0,52.965
3031023C,0,1,0,1,39,38,1,0,34.95,39.18,45000.5,0,51.261
3032002C,0,1,0,1,38,39,0,1,38.18,37.67,37500.5,0,43.899
3032004C,0,1,0,1,30,38,1,1,53.5,39.18,87500.5,0,59.803
3032008C,0,1,0,1,37,41,0,1,35.92,34.95,62500.5,0,48.674
3032009C,0,0,0,1,33,32,0,0,38.18,39.18,87500.5,0,61.566
3032011C,0,1,0,1,37,37,0,1,48.69,62.87,62500.5,0,53.414
3032012C,0,1,0,2,49,63,0,0,53.5,35.78,87500.5,0,50.503
3032014C,0,1,0,1,42,43,0,0,57.83,48.69,87500.5,0,49.229
3032017C,0,1,0,1,40,38,0,0,38.18,53.5,87500.5,0,40.899
3032018C,0,0,0,2,38,40,0,0,35.78,29.6,45000.5,0,65.075
3032021C,0,1,0,1,36,36,0,0,61.56,63.43,45000.5,0,56.837
3032023C,0,0,1,1,40,36,0,0,53.5,62.87,87500.5,0,37.732
3032024C,0,1,0,2,38,37,0,0,63.43,35.92,62500.5,0,44.506
3033003C,0,1,0,1,39,40,1,1,35.78,37.67,87500.5,0,52.817
3033004C,0,1,0,2,31,33,0,0,38.18,35.92,62500.5,0,67.962
3033005C,0,1,0,1,34,36,0,0,35.78,39.2,62500.5,0,55.9
3033006C,0,1,0,1,40,41,1,0,63.43,39.2,62500.5,0,59.72
3033011C,0,1,0,1,37,40,1,1,38.18,39.18,27500.5,0,48.257
3033014C,0,1,0,1,40,38,0,1,53.5,39.2,87500.5,0,57.828
3033022C,0,1,0,1,30,28,1,1,33.42,34.95,22500.5,0,53.923
3035001C,0,1,0,1,42,42,1,1,38.18,35.63,62500.5,0,39.034
3035011C,0,1,0,1,36,40,1,0,53.5,53.5,12500.5,1,48.997
3035014C,0,1,0,1,32,33,1,1,34.95,35.92,22500.5,0,44.71
3035015C,0,1,0,1,39,40,1,0,35.78,37.67,45000.5,0,65.013
3035016C,0,1,0,1,34,41,1,0,34.95,39.2,32500.5,0,38.545
3036002C,0,1,0,1,36,35,1,0,38.18,29.6,17500.5,1,57.826
3036005C,0,1,0,1,32,49,0,0,38.18,53.5,62500.5,0,43.371
3036012C,0,1,0,1,36,35,1,0,34.95,35.78,22500.5,1,64.552
3036023C,0,1,0,1,34,36,0,1,34.95,53.5,45000.5,0,61.168
3036024C,0,1,0,1,42,40,0,0,34.95,35.78,45000.5,0,45.367
3037007C,0,1,0,1,39,50,0,0,53.5,53.5,45000.5,0,58.041
3037008C,0,1,0,1,31,31,1,0,34.95,38.18,62500.5,0,53.831
3037012C,0,1,0,1,44,46,0,0,34.95,59,45000.5,0,65.739
3037017C,0,1,0,1,36,36,0,0,38.18,63.43,62500.5,0,52.863
3037023C,0,0,0,1,29,60,0,0,35.63,53.5,62500.5,0,52.491
3038002C,0,1,0,1,44,47,0,1,35.78,53.5,62500.5,0,49.898
3038003C,0,1,0,1,45,57,1,0,38.18,33.42,22500.5,0,58.606
3038005C,0,1,0,1,30,37,0,0,34.95,53.5,37500.5,0,52.656
3038009C,0,1,0,1,34,36,1,0,53.5,39.18,87500.5,0,61.977
3038013C,0,0,0,1,30,32,1,1,34.95,34.95,17500.5,1,48.551
3038014C,0,1,0,1,40,46,1,1,38.18,35.92,62500.5,0,63.742
3038015C,0,1,0,1,37,40,0,1,34.95,53.5,37500.5,0,52.085
3038016C,0,1,0,1,41,48,0,0,33.42,48.69,62500.5,0,64.833
3038019C,0,1,0,1,42,34,1,0,53.5,39.18,87500.5,0,49.012
